Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked_Q,Embarked_S
1,2,0,0.49403822767290756,0,0,-0.14884193215689104,False,True
0,3,1,-0.583432077568156,0,0,-0.8205524467753037,False,True
0,2,1,0.07962657181096004,0,0,-0.5396553224803311,False,True
0,3,1,-0.08613809053381898,1,0,-0.7961266098800887,True,False
1,1,0,0.16250890298334955,1,0,2.0316232164746784,False,False
1,3,0,-0.16902042170620848,0,0,-0.7875775669667634,False,True
0,2,1,1.0742145458796342,1,0,0.144268110585689,False,True
1,1,0,0.24539123415573905,0,0,2.0316232164746784,False,False
0,2,1,0.07962657181096004,0,0,-0.6617845069564061,False,True
1,3,1,-1.080726064602493,0,0,-0.7814711077429596,False,True
0,2,1,-0.16902042170620848,0,0,-0.5396553224803311,False,True
0,3,1,1.8201555264311395,0,0,-0.7814711077429596,False,True
0,3,1,-0.08613809053381898,0,0,-0.7890040358414439,False,True
1,1,1,0.7426852211900761,1,0,2.0316232164746784,False,True
0,3,1,-0.583432077568156,0,0,-0.7179639318154006,False,True
1,2,1,-0.8320790710853245,0,0,-0.6617845069564061,False,True
0,3,1,-0.7077555743267402,0,0,-0.8205524467753037,False,True
0,2,1,-0.9149614022577139,0,0,-0.5396553224803311,False,True
0,3,0,-0.08613809053381898,3,1,0.06936383916282265,False,True
1,1,0,0.49403822767290756,1,0,2.0316232164746784,False,True
0,3,1,-0.00325575936142946,0,0,-0.7949053180353278,False,True
0,2,1,2.110243685534503,0,0,-0.5152294855851162,False,True
1,3,0,-1.9924317074987774,4,2,0.35860482934120064,False,True
0,2,1,-0.41766741522337697,0,0,-0.6617845069564061,False,True
0,3,0,-0.08613809053381898,0,0,-0.8058969446381746,False,True
0,2,1,1.2399792082244132,1,0,0.095416436795259,False,True
1,2,0,-1.743784713981609,0,2,0.1076293552428665,False,True
0,2,1,-0.8320790710853245,0,0,-0.6617845069564061,False,True
0,2,1,0.32827356532812857,0,0,-0.5750727859783928,False,True
0,3,0,-0.08613809053381898,1,0,-0.4686152184542878,False,False
1,3,0,-0.08613809053381898,1,0,-0.4175261380042561,True,False
0,2,1,-0.00325575936142946,0,0,-0.6617845069564061,False,True
0,3,1,-0.583432077568156,0,0,-0.8266589059991074,False,True
0,3,1,0.07962657181096004,0,0,-0.8217737386200645,False,False
0,1,1,1.2399792082244132,2,0,2.0316232164746784,True,False
0,3,0,-0.33478508405098745,0,0,-0.7949053180353278,False,True
1,2,0,-0.41766741522337697,0,2,-0.4663778117946861,False,True
1,1,1,0.6598028900176867,1,1,1.3926335529610958,False,True
0,2,1,2.068802519948308,1,0,0.095416436795259,False,True
0,3,1,-0.08613809053381898,0,0,-0.8205524467753037,False,True
0,3,0,-0.00325575936142946,1,1,-0.6636164447235472,False,True
0,1,1,2.110243685534503,0,0,0.12228485737999555,False,True
0,3,1,0.07962657181096004,1,0,-0.388215133729998,False,True
0,3,0,0.9913322147072446,0,2,-0.18731262526685474,False,True
1,3,0,-0.00325575936142946,0,2,-0.42994423348178346,False,False
1,1,0,-0.08613809053381898,0,0,2.0316232164746784,False,False
1,1,0,0.07962657181096004,0,0,2.0316232164746784,False,True
1,1,0,0.49403822767290756,0,0,2.0316232164746784,False,False
1,2,0,1.7372731952587501,0,1,0.095416436795259,False,True
0,3,1,-0.08613809053381898,0,0,-0.7961266098800887,True,False
1,3,1,-2.158196369843557,4,2,0.35860482934120064,False,True
0,1,1,1.9030378576035292,1,1,2.0316232164746784,False,True
0,1,1,0.9084498835348551,0,0,-1.1747270817559212,False,True
0,3,0,-0.08613809053381898,0,0,-0.7961266098800887,True,False
0,2,1,0.5769205588452971,0,0,-0.6617845069564061,False,True
0,3,1,-1.080726064602493,4,1,0.7640737218017697,False,True
1,3,1,-0.33478508405098745,1,0,-0.7949053180353278,False,True
1,1,0,2.110243685534503,0,1,2.0316232164746784,False,True
1,1,0,0.49403822767290756,0,0,2.0316232164746784,False,True
0,1,1,-0.08613809053381898,0,0,0.33967480574740905,False,True
1,3,1,-0.33478508405098745,0,0,-1.1747270817559212,False,True
1,2,0,0.9913322147072446,0,1,-0.22211944284253607,False,True
0,1,1,0.6598028900176867,0,1,0.27616762981985,False,False
1,3,0,-0.08613809053381898,0,0,-0.7961266098800887,True,False
1,1,0,2.110243685534503,1,0,2.0316232164746784,False,True
0,3,0,1.3228615393968026,0,0,-0.7961266098800887,False,True
0,2,1,-0.08613809053381898,0,0,-1.1747270817559212,False,True
0,3,1,-1.8266670451539986,4,1,0.24807791739035276,True,False
1,3,0,0.49403822767290756,1,1,-0.18548068749971355,False,True
0,3,1,2.110243685534503,0,0,-0.7961266098800887,True,False
0,3,1,-0.08613809053381898,0,0,-0.7910362654711259,False,True
0,3,1,-1.080726064602493,0,0,-0.7106361807468361,False,True
1,3,1,-0.8320790710853245,0,0,-0.7814711077429596,False,True
0,1,1,-0.08613809053381898,0,0,0.095416436795259,False,True
0,3,1,0.32827356532812857,0,0,-0.7515494575463213,False,False
1,3,1,0.07962657181096004,0,0,-0.7106361807468361,False,True
0,3,1,-0.583432077568156,0,0,-0.7890040358414439,False,True
1,2,1,1.0742145458796342,0,0,-0.5396553224803311,False,True
1,3,0,-0.583432077568156,0,0,-0.7961266098800887,True,False
1,1,0,-0.251902752878598,0,0,2.0316232164746784,False,True
1,1,0,-0.8320790710853245,1,0,2.0316232164746784,False,False
0,2,1,0.5769205588452971,0,0,-0.5457617817041349,False,False
0,3,0,-0.41766741522337697,0,0,-0.7423897687106157,False,True
0,3,1,-0.41766741522337697,0,0,-0.7890040358414439,False,True
0,1,1,-0.08613809053381898,0,0,0.17948039705383098,False,False
0,3,1,-0.45910858080957173,0,0,-0.8215685615901447,False,False
0,1,0,-2.1996375354297513,1,2,2.0316232164746784,False,True
1,1,1,-0.08613809053381898,0,0,0.315248968852194,False,True
1,1,0,1.7372731952587501,0,1,2.0316232164746784,False,False
1,3,0,-0.08613809053381898,0,0,-0.7961266098800887,True,False
1,3,1,-0.08613809053381898,2,0,-0.03892566612842352,True,False
0,3,1,-0.8320790710853245,0,0,-1.1747270817559212,False,True
1,2,0,-0.08613809053381898,0,0,-0.5714089104441107,True,False
0,3,1,-0.08613809053381898,0,0,-0.7814711077429596,False,True
1,1,1,-2.1996375354297513,1,2,2.0316232164746784,False,True
1,1,0,-0.08613809053381898,0,0,2.0316232164746784,False,False
1,1,0,-0.9978437334301035,1,0,2.0316232164746784,False,False
0,2,1,0.07962657181096004,1,0,-0.0022869107856010157,False,False
1,1,0,0.07962657181096004,0,0,1.6063596257942268,False,False
1,1,0,-0.41766741522337697,0,0,2.0316232164746784,False,False
1,1,0,-0.9149614022577139,2,2,2.0316232164746784,False,False
0,2,0,-0.251902752878598,1,1,0.095416436795259,False,True
0,3,1,-0.08613809053381898,0,0,-0.7890040358414439,False,True
0,2,1,1.1570968770520238,1,1,0.1076293552428665,False,True
1,3,0,-0.251902752878598,0,0,-0.7910362654711259,False,True
1,2,0,-0.41766741522337697,1,0,0.095416436795259,False,True
0,2,1,2.068802519948308,0,0,-0.4908036486899011,False,True
1,1,0,0.16250890298334955,0,2,2.0316232164746784,False,True
1,1,0,0.9084498835348551,1,1,2.0316232164746784,False,False
0,3,1,-0.583432077568156,0,0,-0.8205524467753037,False,True
0,3,1,-0.16902042170620848,0,0,-0.7890040358414439,False,True
1,2,0,0.07962657181096004,0,0,-0.5714089104441107,True,False
1,2,0,-0.583432077568156,1,1,0.24197145816654902,False,True
0,3,1,-0.08613809053381898,8,2,2.0316232164746784,False,True
1,1,0,0.5769205588452971,0,0,2.0316232164746784,False,False
0,3,1,2.110243685534503,0,0,-0.870014766488114,False,True
1,2,0,0.5769205588452971,0,0,-0.5396553224803311,False,True
1,3,0,0.16250890298334955,1,1,-0.17204647720734537,False,True
1,1,0,-1.080726064602493,0,1,1.6576538832741783,False,False
1,3,0,-0.08613809053381898,2,0,-0.03892566612842352,True,False
0,1,1,1.3643027049829974,0,0,0.217545621271334,False,True
0,1,1,0.7426852211900761,0,1,2.0316232164746784,False,True
0,3,1,-1.080726064602493,2,0,-0.29539695352818107,False,True
1,1,0,-0.08613809053381898,1,0,2.0316232164746784,False,True
0,3,1,-0.08613809053381898,0,0,-0.7890040358414439,False,True
0,1,1,-0.00325575936142946,1,0,2.0316232164746784,False,True
1,1,0,0.9913322147072446,0,0,2.0316232164746784,False,False
1,3,1,1.3228615393968026,0,0,-0.7814711077429596,False,True
0,1,1,1.3228615393968026,0,0,0.559507337804344,False,True
1,2,1,-2.1996375354297513,1,1,0.095416436795259,False,True
1,1,0,-0.41766741522337697,3,2,2.0316232164746784,False,True
0,2,1,-0.08613809053381898,0,0,-0.5396553224803311,False,True
0,2,1,-0.33478508405098745,0,0,-0.5396553224803311,False,True
0,2,1,0.5769205588452971,0,0,-0.5396553224803311,False,True
1,2,0,-0.41766741522337697,0,0,-0.5396553224803311,False,True
1,2,0,0.9084498835348551,0,0,-0.5396553224803311,False,True
1,3,0,-0.08613809053381898,1,0,-0.388215133729998,False,True
1,3,1,-2.158196369843557,1,1,-0.3979854684880841,False,True
0,3,1,1.0742145458796342,0,0,-0.7515494575463213,False,True
0,3,1,-0.5005497463957665,0,0,-0.7240703910392045,False,True
0,1,1,-0.08613809053381898,0,0,0.5350815009091291,False,True
0,3,1,-1.1636083957748826,1,1,-0.8215685615901447,False,False
0,3,1,-0.33478508405098745,1,0,-0.30516728828626705,False,True
0,3,1,-0.08613809053381898,0,0,-0.8217737386200645,False,False
0,3,1,-0.08613809053381898,0,0,-0.7106361807468361,False,True
1,1,0,-0.583432077568156,0,1,1.5121149767177293,False,True
0,2,0,0.7426852211900761,0,0,-0.5396553224803311,False,True
1,3,0,-0.08613809053381898,0,0,-0.7898149736263651,True,False
1,3,0,-0.08613809053381898,0,0,-0.7898149736263651,True,False
0,3,1,0.9084498835348551,1,4,0.18823461699707594,False,True
0,2,1,-0.00325575936142946,1,0,0.17948039705383098,False,False
0,3,0,1.3228615393968026,0,1,-0.4686152184542878,False,False
0,3,1,0.49403822767290756,0,0,-0.8303227815333897,False,True
0,3,1,-0.08613809053381898,1,0,-0.4175261380042561,True,False
0,3,1,0.07962657181096004,0,0,-0.8205524467753037,False,True
1,1,0,2.110243685534503,1,0,2.0316232164746784,False,False
1,3,0,-0.08613809053381898,0,0,-0.8215685615901447,False,False
1,3,0,-0.08613809053381898,0,0,-0.7961266098800887,True,False
1,1,0,-0.41766741522337697,0,0,2.0316232164746784,False,False
1,1,1,-0.33478508405098745,1,0,1.533692761030962,False,False
0,3,1,-0.9149614022577139,1,0,-0.857396379148046,False,True
0,3,1,-0.8320790710853245,0,0,-0.7814711077429596,False,True
0,1,1,-0.583432077568156,0,0,2.0316232164746784,False,False
0,3,0,-2.158196369843557,3,1,-0.14517805662260883,False,True
1,1,0,-0.08613809053381898,1,0,2.0316232164746784,False,False
1,3,0,-0.583432077568156,0,0,-0.8205524467753037,False,True
0,1,1,-0.16902042170620848,0,2,2.0316232164746784,False,False
0,3,1,-0.749196739912935,0,0,-0.9787097406718208,False,False
0,3,1,-0.8320790710853245,0,0,-0.7949053180353278,False,True
1,1,0,1.0742145458796342,0,0,2.0316232164746784,False,False
1,3,0,-2.1996375354297513,0,2,-0.4057186884491092,False,False
0,3,1,0.24539123415573905,0,0,-0.7875775669667634,False,True
1,1,0,0.49403822767290756,1,0,1.3655599553464393,False,True
0,3,1,-0.08613809053381898,0,0,-0.7890040358414439,False,True
0,2,1,-0.9149614022577139,0,0,2.0316232164746784,False,True
0,3,1,-2.1996375354297513,5,2,1.1164164190152461,False,True
1,2,0,0.5769205588452971,0,0,-0.5396553224803311,False,True
0,3,1,-0.08613809053381898,0,0,-0.7971427246949296,True,False
1,2,0,-0.9978437334301035,0,0,-0.5885069962707611,False,False
1,1,1,0.5769205588452971,1,2,2.0316232164746784,False,True
1,3,1,-0.6663144087405455,0,0,-0.793889203220487,False,True
0,3,1,-0.08613809053381898,2,0,-0.7875775669667634,False,True
1,1,0,-0.5005497463957665,1,0,2.0316232164746784,False,False
1,3,0,-0.41766741522337697,0,2,-0.35890412945574013,False,True
0,3,1,-0.583432077568156,0,0,-0.793889203220487,False,True
0,3,0,0.16250890298334955,0,0,-0.7910362654711259,False,True
0,2,1,1.4057438705691923,0,0,0.095416436795259,False,True
0,2,1,-0.5005497463957665,0,0,-0.6617845069564061,False,True
1,2,0,-0.08613809053381898,0,0,-0.5567534083069816,False,True
1,3,1,0.8255675523624656,0,0,-0.7875775669667634,False,True
0,3,1,-0.251902752878598,0,0,-0.7814711077429596,False,True
0,3,0,-0.6663144087405455,1,0,-0.6947593867649464,False,True
0,3,1,-0.08613809053381898,1,0,-0.40042805217760563,False,True
0,3,0,-0.749196739912935,0,0,-0.7515494575463213,False,True
0,2,1,0.4111558965005181,1,0,-0.14884193215689104,False,True
0,3,1,1.8201555264311395,0,0,-0.7961266098800887,False,True
1,2,1,-2.158196369843557,1,1,-0.25875819818535856,False,True
0,3,1,-0.6663144087405455,0,0,-0.7949053180353278,False,True
0,3,0,-0.08613809053381898,3,1,0.06936383916282265,False,True
0,3,1,-0.08613809053381898,0,0,-0.7890040358414439,False,True
0,3,1,-0.08613809053381898,0,0,-0.8396876473990151,True,False
1,1,0,0.32827356532812857,1,0,2.0316232164746784,True,False
0,2,1,-0.08613809053381898,0,0,-1.1747270817559212,False,True
1,3,1,1.2399792082244132,0,0,-0.7875775669667634,False,True
0,3,0,-0.08613809053381898,0,0,-0.7814711077429596,False,True
1,2,0,0.4111558965005181,1,1,0.412952316433054,False,True
1,2,0,-0.9149614022577139,0,2,-0.5396553224803311,False,True
0,2,1,0.07962657181096004,0,0,-0.5396553224803311,False,True
0,3,0,-1.5780200516368301,0,2,0.005040840282963416,False,True
0,3,1,-0.08613809053381898,0,0,-0.7890040358414439,False,False
